Association_ID	Microbe	Disease	Score	Pmid	Type	Position	Tendency	mtype	dtype
MBP00003222	Haemophilus parainfluenzae	Dental caries	-0.367347201	28507066	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00003223	Lactobacillus	Type 2 diabetes	0.395676353	28008148	Bacteria	Urinary tract	Increase	microbe	disease
MBP00003224	Johnsonella ignava	Periodontitis	1.111358236	NCIT C86448	Bacteria	Other	Increase	microbe	disease
MBP00003225	Collinsella aerofaciens	Not foundthogenic	1.000433861	NCIT C86301	Bacteria	Other	Increase	microbe	disease
MBP00003226	Corynebacterium	Autism spectrum disorder	0.305679118	29371629	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003227	Flavobacterium	Cutaneous burn	0.449186935	28333758	Bacteria	Urinary tract	Increase	microbe	disease
MBP00003228	Burkholderiales bacterium smarlab 3302047	Type i diabetes mellitus	-0.674959431	22043294	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003229	Burkholderiales bacterium smarlab 3302048	Type i diabetes mellitus	-0.674959431	22043294	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003230	Kingella	Autism spectrum disorder	0.50021693	29371629	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003231	Haemophilus	Otitis media	0.27719328	29458340	Bacteria	Nasal cavity	Increase	microbe	disease
MBP00003232	Coxiellaceae	Cystic fibrosis associated meconium ileum	0.674959431	18077362	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00003233	Anaeroglobus	Rheumatoid arthritis	0.524444434	22576262	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003234	Megasphaera	Rem sleep behavior disorder	-0.292089702	28843021	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003235	Eubacterium rectale	Cirrhosis of liver	-0.747858872	25079328	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003236	Faecalibacterium prausnitzii	Sclerosing cholangitis	-0.226861509	28740343	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003237	Prevotella pleuritidis	Systemic lupus erythematosus	0.674959431	28320468	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003238	Catonella	Cystic fibrosis	0.449186935	29445257	Bacteria	Throat	Increase	microbe	disease
MBP00003239	Fusobacteria	Crohn's disease	0.0	26313691	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003240	Stenotrophomonas	Pancreatitis	0.463684921	29423379	Bacteria	Bloodstream	Increase	microbe	disease
MBP00003241	Dorea longicatena	Heart failure	-0.555679118	28328981	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003242	Mycobacterium canetti	Tuberculosis	1.349918863	NCIT C85547	Bacteria	Other	Increase	microbe	disease
MBP00003243	Malassezia spp	Myoclonic cerebellar dyssynergia	2.39880773	29955859	Fungus	Skin and soft tissue	Increase	microbe	disease
MBP00003244	Prevotella oralis	Oral candidiasis	1.048888867	NCIT C86675	Bacteria	Other	Increase	microbe	disease
MBP00003245	Bacteroidetes	Dental caries	-0.31711849	25658087	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00003246	Streptococcus gordonii	Schizophrenia	0.424959431	26336637	Bacteria	Throat	Increase	microbe	disease
MBP00003247	Fusobacterium nucleatum	Ulcerative colitis	0.355271031	28039159	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003248	Faecalibacterium prausnitzii	Parkinson's disease	-0.226861509	27591074	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003249	Atopobium parvulum	Autoimmune polyendocrinopathy type 1	-0.50021693	29503707	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00003250	Subdoligranulum	Pervasive developmental disorder - not otherwise specified	-0.41461126	24130822	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003251	Bifidobacterium adolescentis	Asthma	0.396473593	26840903	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003252	Anaerostipes	Endometrial adenosquamous carcinoma	0.361141305	27884207	Bacteria	Vagina	Increase	microbe	disease
MBP00003253	Adenovirus	Idiopathic pulmonary fibrosis	1.699837726	29955859	Virus	Respiratory tract	Increase	microbe	disease
MBP00003254	Acanthamoeba castellanii	Acanthamoeba keratitis	1.199403865	NCIT C119298	Bacteria	Other	Increase	microbe	disease
MBP00003255	Leptotrichia	Oral leukoplakia	0.298671937	29250055	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003256	Prevotella oris	Systemic lupus erythematosus	0.555679118	28320468	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003257	Neisseria gonorrhoeae	Eye infection	1.796747739	29955859	Bacteria	Eye	Increase	microbe	disease
MBP00003258	Clostridium bartlettii	Pervasive developmental disorder - not otherwise specified	-0.599701933	24130822	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003259	Coxsackie b virus	Viral cardiomyopathy	2.000867722	29955859	Virus	Bloodstream	Increase	microbe	disease
MBP00003260	Trichophyton yaoundei	Tinea favosa	1.349918863	NCIT C127760	Fungus	Other	Increase	microbe	disease
MBP00003261	Coccidioides spp	Infectious meningitis	2.39880773	29955859	Fungus	Central nervous system	Increase	microbe	disease
MBP00003262	Spirochaeta miyamotoi 	Borrelia infectious disease	2.699837726	29955859	Bacteria	Other	Increase	microbe	disease
MBP00003263	Peptostreptococcus stomatis	Peritonsillar abscess	0.463684921	27080513	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003264	Butyrivibrio	Sjogren syndrome	-0.424959431	27087247	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00003265	Flavobacterium	Pancreatitis	-0.449186935	29423379	Bacteria	Bloodstream	Decrease	microbe	disease
MBP00003266	Synergistetes	Periodontitis	0.524444434	23303375	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003267	Bifidobacterium bifidum	Obesity	-0.480421619	29379536	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003268	Leptotrichia	Systemic lupus erythematosus	-0.298671937	28320468	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00003269	Butyricimonas	Crohn's disease	-1.21549236	26574491	Bacteria	Other	Decrease	microbe	disease
MBP00003270	Thelephoraceae	Cirrhosis of liver	-0.674959431	28578302	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003271	Prevotella dentalis	Periodontitis	1.199403865	NCIT C86666	Bacteria	Other	Increase	microbe	disease
MBP00003272	Malassezia furfur	Pityriasis versicolor	1.199403865	NCIT C127729	Bacteria	Other	Increase	microbe	disease
MBP00003273	Eubacterium biforme	Type 2 diabetes	0.50021693	28008148	Bacteria	Urinary tract	Increase	microbe	disease
MBP00003274	Phascolarctobacterium	Atopic eczema	0.361141305	27812181	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003275	Corynebacterium	Eosinophilic esophagitis	0.305679118	26034601	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003276	Propionibacterium	Cutaneous burn	0.349701933	28333758	Bacteria	Urinary tract	Increase	microbe	disease
MBP00003277	Prevotella	Type 1 diabetes	-0.321466437	28324102	Bacteria	Other	Decrease	microbe	disease
MBP00003278	Bacteroides fragilis	Ulcerative colitis	0.329906621	29533950	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003279	Alternaria	Paracoccidioidomycosis	0.898373869	NCIT C119320	Virus	Other	Increase	microbe	disease
MBP00003280	Alistipes	Sickle cell anemia	-0.292089702	29274089	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003281	Gemella morbillorum	Oral tuberculosis	0.0	30054809	Bacteria	Other	Increase	microbe	disease
MBP00003282	Relapsing fever spirochaetae	Borrelia infectious disease	2.699837726	29955859	other	Other	Increase	microbe	disease
MBP00003283	Butyricimonas	Hepatitis b infection	-0.40516412	29180991	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003284	Haemophilus influenzae	Bacterial conjunctivitis	0.699403865	NCIT C86431	Virus	Other	Increase	microbe	disease
MBP00003285	Bacteroidaceae	Atopic eczema	0.449186935	27453732	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003286	Human herpesvirus 6	Roseola	1.349918863	NCIT C14218	Virus	Other	Increase	microbe	disease
MBP00003287	Bacteroides	Hiv infection	-0.645741476	24399150	Bacteria	Other	Decrease	microbe	disease
MBP00003288	Campylobacter	Oral leukoplakia	0.349701933	29250055	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003289	Ruminococcus obeum	Colorectal cancer	-0.599701933	23940645	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003290	Staphylococcus aureus	Virus respiratory tract infection	0.264096262		Bacteria	Nasal cavity	Increase	microbe	disease
MBP00003291	Pseudomonas	Disease-free	0.302119008	27775059	Bacteria	Throat	Increase	microbe	disease
MBP00003292	Methanosphaera	Type 2 diabetes	-0.599701933	28261173	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003293	Roseburia	Reactive arthritis	-0.241860992	29073348	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003294	Janthinobacterium	Colorectal cancer	-0.674959431	25699023	Bacteria	Other	Decrease	microbe	disease
MBP00003295	Peptoclostridium	Mucocutaneous lymph node syndrome	0.555679118	26322033	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003296	Pasteurellaceae	Parkinson's disease	-0.449186935	28259623	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00003297	Coxsackie a virus	Viral cardiomyopathy	2.222716471	29955859	Virus	Bloodstream	Increase	microbe	disease
MBP00003298	Actinomyces	Parkinson's disease	-0.313169924	28259623	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00003299	Ascaris lumbricoides	Gastroenteritis	2.39880773	29955859	Parasite	Gastrointestinal tract	Increase	microbe	disease
MBP00003300	Escherichia coli	Infectious meningitis	1.143535225	29955859	Bacteria	Central nervous system	Increase	microbe	disease
MBP00003301	Clostridium bolteae	Autism	1.199403865	NCIT C114250	Bacteria	Other	Increase	microbe	disease
MBP00003302	Staphylococcus	Pancreatitis	0.329906621	29423379	Bacteria	Bloodstream	Increase	microbe	disease
MBP00003303	Propionibacterium acnes	Mouth neoplasm	-0.424959431	16672398	Bacteria	Other	Decrease	microbe	disease
MBP00003304	Lactobacillus gasseri	Infertility	0.41461126	28098358	Bacteria	Vagina	Increase	microbe	disease
MBP00003305	Lymphocytic choriomeningitis virus	Meningoencephalitis	2.222716471	29955859	Virus	Other	Increase	microbe	disease
MBP00003306	Oxobacter	Ischemia	-0.674959431	22986438	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003307	Human herpesvirus 5	Hepatitis	0.872797608	NCIT C112314	Virus	Other	Increase	microbe	disease
MBP00003308	Tyzzerella nexilis	Pervasive developmental disorder - not otherwise specified	-0.480421619	24130822	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003309	Yersinia	Type i diabetes mellitus	0.599701933	22043294	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003310	Prevotella shahii	Peritonsillar abscess	0.599701933	27080513	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003311	Akkermansia	Parkinson's disease	1.102041603	28843021	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003312	Moraxella catarrhalis	Asthma exacerbation measurement	1.745595216	29955859	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00003313	Butyrivibrio	Chronic obstructive pulmonary disease	0.849918863	23071781	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00003314	Trichophyton tonsurans	Skin and soft tissue staphylococcus aureus infection	1.349918863	NCIT C127757	Bacteria	Other	Increase	microbe	disease
MBP00003315	Varicellovirus	Herpes zoster	1.199403865	NCIT C112426	Virus	Other	Increase	microbe	disease
MBP00003316	Alloprevotella	Hepatitis c infection	0.424959431	28561276	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003317	Coprococcus	Reactive arthritis	-0.280013532	29073348	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003318	Corynebacterium spp	Plantar fasciitis	2.000867722	29955859	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00003319	Clostridium hathewayi	Autism	0.50021693	20603222	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003320	Firmicutes	Botulism	-0.355271031	26593441	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003321	Coprococcus	Colorectal cancer	-0.560027065	24316595	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003322	Leptospira spp	Viral encephalitis	2.39880773	29955859	other	Central nervous system	Increase	microbe	disease
MBP00003323	Coronavirus	Chronic bronchitis	1.921686475	29955859	Virus	Respiratory tract	Increase	microbe	disease
MBP00003324	Streptococcus equi	Western equine encephalitis	1.111358236	NCIT C86789	Bacteria	Other	Increase	microbe	disease
MBP00003325	Ruminococcus	Hepatitis, alcoholic	-0.259269974	29555983	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003326	Alistipes putredinis	Autism	0.436398804	24130822	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003327	Propionibacterium avidum	Ulcers	1.111358236	NCIT C86681	Bacteria	Other	Increase	microbe	disease
MBP00003328	Flavobacterium	Hepatitis, alcoholic	-0.449186935	29083504	Bacteria	Bloodstream	Decrease	microbe	disease
MBP00003329	Babesia	Babesiosis	1.349918863	NCIT C122040	Parasite	Other	Increase	microbe	disease
MBP00003330	Corynebacterium coyleae	Urgency urinary incontinence	0.674959431	25006228	Bacteria	Urinary tract	Increase	microbe	disease
MBP00003331	Butyricicoccus	Ulcerative colitis	0.463684921	28852861	Bacteria	Other	Increase	microbe	disease
MBP00003332	Roseburia	Non-alcoholic fatty liver disease	-0.483721983	29362454	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003333	Mycobacterium fortuitum	Herpes simplex infection	2.222716471	29955859	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00003334	Leptolyngbya	Chronic obstructive pulmonary disease	0.674959431	23874580	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00003335	Roseburia hominis	Mucocutaneous lymph node syndrome	0.50021693	26322033	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003336	Epstein-barr virus	Viral encephalitis	2.000867722	29955859	Virus	Central nervous system	Increase	microbe	disease
MBP00003337	Bifidobacterium	Type 2 diabetes	0.213684921		Bacteria	Oral cavity	Increase	microbe	disease
MBP00003338	Streptococcus thermophiles	Multiple sclerosis	0.480421619	26367776	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003339	Bartonella spp	Bacterial endocarditis	2.39880773	29955859	Bacteria	Bloodstream	Increase	microbe	disease
MBP00003340	??hemolytic streptococci	Epiglottitis	2.699837726	29955859	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00003341	Shewanella	Transient ischemic attack	-0.674959431	26597155	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003342	Propionibacterium	Colorectal cancer	-0.349701933	25699023	Bacteria	Other	Decrease	microbe	disease
MBP00003343	Spirochaeta mazzottii (southern us)	Borrelia infectious disease	2.699837726	29955859	Bacteria	Other	Increase	microbe	disease
MBP00003344	Parvimonas	Autism spectrum disorder	-0.734694402	29371629	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00003345	Bergeriella	Dental caries	-0.599701933	28932895	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00003346	Acidaminococcus	Pancreatic carcinoma	0.463684921	29221120	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003347	Corynebacterium	Eye infection	0.305679118	25484919	Bacteria	Eye	Increase	microbe	disease
MBP00003348	Odoribacter	Ischemia	-0.72228261	23757279	Bacteria	Other	Increase	microbe	disease
MBP00003349	Eubacterium hallii	Hashimoto's thyroiditis	0.50021693	29320965	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003350	Flavonifractor	Systemic lupus erythematosus	0.480421619	27980687	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003351	Ehrlichia muris	Borrelia infectious disease	2.699837726	29955859	Ehrlichia	Other	Increase	microbe	disease
MBP00003352	Mycobacterium tuberculosis	Viral pneumonia	1.55370969	29955859	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00003353	Rhizobium	Atopic eczema	0.524444434	27812181	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003354	Bacteroides ovatus	Crohn's disease	0.82922252	18401439	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003355	Bacteroidales	Ischemia	-0.463684921	28457228	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003356	Turicibacter sanguinis	Pervasive developmental disorder - not otherwise specified	0.674959431	24130822	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003357	Ehrlichia ewingi	Borrelia infectious disease	2.699837726	29955859	Ehrlichia	Other	Increase	microbe	disease
MBP00003358	Alistipes putredinis	Pervasive developmental disorder - not otherwise specified	0.436398804	24130822	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003359	Prevotella	Type i diabetes mellitus	-0.160733219	22043294	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003360	Bifidobacterium	Atopic eczema	-0.641054764	27812181	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003361	Selenomonas	Autism spectrum disorder	-0.355271031	29371629	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00003362	Clostridium acetobutylicum	Bacteria vaginosis	0.599701933	20819230	Bacteria	Vagina	Increase	microbe	disease
MBP00003363	Clostridiales bacterium l2-14	Type i diabetes mellitus	0.674959431	22043294	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003364	Peptococcus	Autism spectrum disorder	-0.872797608	29371629	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00003365	Alloprevotella	Autism spectrum disorder	-0.424959431	29371629	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00003366	Streptococcus	Chronic obstructive pulmonary disease	0.0	26917613	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003367	Parabacteroides	Chronic kidney disease	0.295330946	28588309	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003368	Granulicatella elegans	Bacterial endocarditis	1.111358236	NCIT C111204	Bacteria	Other	Increase	microbe	disease
MBP00003369	Oscillospira	Hepatitis, alcoholic	-0.349701933	29555983	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003370	Flavisolibacter	Psoriasis	-0.674959431	24451201	Bacteria	Skin and soft tissue	Decrease	microbe	disease
MBP00003371	Proteobacteria	Necrotizing enterocolitis	0.329906621	21674011	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003372	Paraprevotella	Parkinson's disease	0.41461126	29501802	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003373	Alternaria	Osteomyelitis	0.898373869	NCIT C119320	Virus	Other	Increase	microbe	disease
MBP00003374	Treponema amylovorum	Opisthorchiasis	0.674959431	27447938	Bacteria	Gallbladder	Increase	microbe	disease
MBP00003375	Moraxellaceae	Ascites	-0.524444434	0	Bacteria	Bloodstream	Decrease	microbe	disease
MBP00003376	Rothia	Helicobacter pylori infectious disease	-0.325474429	28120843	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003377	Corynebacterium afermentans	Bacterial endocarditis	1.349918863	NCIT C86307	Bacteria	Other	Increase	microbe	disease
MBP00003378	Bilophila	Hepatitis, alcoholic	-0.388427423	29555983	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003379	Staphylococcus aureus	Acute bacteria prostatitis	1.056385049	29955859	Bacteria	Urinary tract	Increase	microbe	disease
MBP00003380	Acanthamoeba castellanii	Granulomatous dermatitis	1.199403865	NCIT C119298	Bacteria	Other	Increase	microbe	disease
MBP00003381	Tm7	Chronic obstructive pulmonary disease	0.480421619	23071781	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00003382	Enterococcus casseliflavus	Pervasive developmental disorder - not otherwise specified	0.674959431	24130822	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003383	Prevotella veroralis	Mouth neoplasm	-0.599701933	16672398	Bacteria	Other	Decrease	microbe	disease
MBP00003384	Acremonium	Hyalohyphomycosis	1.111358236	NCIT C118935	Bacteria	Other	Increase	microbe	disease
MBP00003385	Candidatus phytoplasma	Neuromyelitis optica	-0.674959431	27398819	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003386	Collinsella	Type ii diabetes mellitus	0.380936617	28316574	Bacteria	Urinary tract	Increase	microbe	disease
MBP00003387	Acidaminococcus	Crohn's disease	0.463684921	20816835	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003388	Dorea formicigenerans	Inflammatory bowel disease	-0.555679118	26843508	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003389	Cutibacterium	Subdural empyema	2.699837726	29955859	Bacteria	Central nervous system	Increase	microbe	disease
MBP00003390	Megasphaera micronuciformis	Hashimoto's thyroiditis	0.555679118	28903182	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003391	Phascolarctobacterium	Type 2 diabetes	-0.361141305	28008148	Bacteria	Urinary tract	Decrease	microbe	disease
MBP00003392	Acinetobacter johnsonii	Infection	1.349918863	NCIT C86093	Bacteria	Other	Increase	microbe	disease
MBP00003393	Turicibacter	Atopic eczema	-0.480421619	27812181	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003394	Faecalibacterium prausnitzii	Chronic kidney disease	-0.453723018	28588309	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003395	Peptococcus	Ulcerative colitis	-0.436398804	28852861	Bacteria	Other	Decrease	microbe	disease
MBP00003396	Actinomyces neuii	Neonatal sepsis	1.199403865	NCIT C86111	Bacteria	Other	Increase	microbe	disease
MBP00003397	Holdemania	Ischemia	0.480421619	28457228	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003398	Streptococcus anginosus	Ulcerative colitis	-0.40516412	23060013	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00003399	Megasphaera	Dental caries	0.292089702	29670544	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003400	Odoribacter	Ankylosing spondylitis	-0.361141305	28750650	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003401	Coagulase-negative staphylococci	Osteomyelitis	2.000867722	29955859	Bacteria	Urinary tract	Increase	microbe	disease
MBP00003402	Proteus rettgeri	Diarrhea	1.111358236	NCIT C86693	Bacteria	Other	Increase	microbe	disease
MBP00003403	Marvinbryantia	Colorectal cancer	0.555679118	22622349	Bacteria	Other	Increase	microbe	disease
MBP00003404	Rhinovirus	Idiopathic pulmonary fibrosis	1.921686475	29955859	Virus	Respiratory tract	Increase	microbe	disease
MBP00003405	Enterococcus	Cutaneous burn	0.266592318	28333758	Bacteria	Urinary tract	Increase	microbe	disease
MBP00003406	Ruminococcaceae	Ischemia	-0.302119008	29533950	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003407	Escherichia coli	Ulcerative colitis	0.571767613	28039159	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003408	Fusarium chlamydosporum	Atc code d dermatologicals	1.199403865	NCIT C127711	Bacteria	Other	Increase	microbe	disease
MBP00003409	Haemophilus parainfluenzae	Hiv infection	0.367347201	26297584	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003410	Clostridium symbiosum	Chronic obstructive pulmonary disease	0.50021693	23071781	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00003411	Actinomyces viscosus	Aggressive periodontitis	-0.674959431	25487558	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00003412	Clostridium clostridioforme	Autism	0.555679118	12173102	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003413	Parabacteroides	Kidney stone	0.295330946	27115405	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003414	Parabacteroides	Inflammatory bowel disease	-0.295330946	26843508	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003415	Alistipes onderdonkii	Autism	-0.555679118	24130822	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003416	Staphylococcus pasteuri	Infertility	0.674959431	28098358	Bacteria	Vagina	Increase	microbe	disease
MBP00003417	Campylobacter gracilis	Infection	1.199403865	NCIT C86234	Bacteria	Other	Increase	microbe	disease
MBP00003418	Acinetobacter	Type 2 diabetes	0.339353761	28008148	Bacteria	Urinary tract	Increase	microbe	disease
MBP00003419	Trypanosoma brucei rhodesiense	Human african trypanosomiasis	1.349918863	NCIT C125976	Bacteria	Other	Increase	microbe	disease
MBP00003420	Dysgonomonas	Chronic obstructive pulmonary disease	1.048888867	23071781	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00003421	Prevotella nigrescens	Obesity	0.480421619	19587155	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003422	Sphingomonas	Parkinson's disease	0.436398804	29501802	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003423	Kineococcus	Protracted bacteria bronchitis	0.674959431	29984544	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00003424	Haemophilus	Dental caries	-0.27719328	29670544	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00003425	Campylobacter	Obesity	0.349701933	29576948	Bacteria	Oral cavity	Increase	microbe	disease
MBP00003426	Corynebacterium kroppenstedtii	Granulomatous dermatitis	0.674959431	27777091	Bacteria	Breast	Increase	microbe	disease
MBP00003427	Firmicutes	Crohn's disease	-0.355271031	21987382	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00003428	Actinobacteria	Cystic fibrosis	0.361141305	26940651	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003429	Clostridium group xi	Atopic eczema	-0.50021693	27812181	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003430	Escherichia coli strain o111	Hemolytic uremic syndrome	1.199403865	NCIT C86881	Bacteria	Other	Increase	microbe	disease
MBP00003431	Porphyromonas	Atopic eczema	0.285883806	27812181	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003432	Parvimonas	Laryngeal squamous cell carcinoma	1.102041603		Bacteria	Throat	Increase	microbe	disease
MBP00003433	Ascomycota	Hiv infection	-0.674959431	29385188	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003434	Vibrio alginolyticus	Otitis media	1.199403865	NCIT C86840	Bacteria	Other	Increase	microbe	disease
MBP00003435	Lactobacillus	Cystic fibrosis associated meconium ileum	0.197838177	22427533	Bacteria	Lung	Increase	microbe	disease
MBP00003436	Anaerotruncus	Chronic kidney disease	0.40516412	28588309	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003437	Firmicutes	Pseudomembranous enterocolitis	-0.355271031	25909773	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003438	Capnocytophaga	Obesity	-0.361141305	29576948	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00003439	Sphingobacterium	Parkinson's disease	0.555679118	29501802	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003440	Haemophilus	Mouth neoplasm	0.27719328	9813727	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00003441	Proteobacteria	Ischemia	0.329906621	21741921	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00003442	Gemmiger	Pancreatic carcinoma	-0.480421619	29221120	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00003443	Eikenella	Otitis media	0.50021693	29458340	Bacteria	Nasal cavity	Increase	microbe	disease
MBP00003444	Powassan virus	Infectious meningitis	1.199403865	NCIT C134498	Virus	Other	Increase	microbe	disease
MBP00003445	Staphylococcus saprophyticus	Pyelonephritis	2.39880773	29955859	Bacteria	Urinary tract	Increase	microbe	disease
